"55.1","11.2","HR1"
"TimeStamps","PossiblePower","WindSpeed","RegimePossible","OutputPower","RegimeOutput","TimeStampsR"
201001010000,0.138747,6.34141,-9999,0.135125,-9999,"2010-01-01 00:00:00"
